sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
"Amazon Digital Services,  Inc.",indie,fiction,4.15,126.63,174,6.53
"Amazon Digital Services,  Inc.",small/medium,fiction,4.85,89.15,169,7.74
"Amazon Digital Services,  Inc.",small/medium,fiction,4.58,71.89,174,8.15
"Amazon Digital Services,  Inc.",small/medium,childrens,4.84,54.27,101,10.5
"Amazon Digital Services,  Inc.",small/medium,childrens,4.62,85.87,98,6.45
"Amazon Digital Services,  Inc.",small/medium,childrens,4.55,42.32,100,9.71
"Amazon Digital Services,  Inc.",indie,fiction,4.33,117.88,184,9.05
"Amazon Digital Services,  Inc.",small/medium,childrens,4.25,36.58,100,8.2
"Amazon Digital Services,  Inc.",indie,childrens,4.72,45.93,129,9.09
"Amazon Digital Services,  Inc.",small/medium,childrens,3.5,78.56,117,6.76
"Amazon Digital Services,  Inc.",indie,childrens,4.21,53.06,108,10.99
Penguin Group (USA) LLC,big five,childrens,4.44,46.5,71,14.14
"Amazon Digital Services,  Inc.",single author,fiction,3.38,69.32,187,7.58
"Amazon Digital Services,  Inc.",single author,childrens,3.06,72.71,87,11.36
HarperCollins Publishers,big five,non_fiction,2.78,74.41,138,9.59
"Amazon Digital Services,  Inc.",indie,fiction,4.55,91.45,172,11.25
Random House LLC,big five,non_fiction,4.25,20.68,102,6.83
"Amazon Digital Services,  Inc.",small/medium,childrens,4.66,82.88,86,8.54
"Amazon Digital Services,  Inc.",small/medium,childrens,4.88,42.52,100,7.19
"Amazon Digital Services,  Inc.",indie,childrens,4.55,53.39,115,7.3
HarperCollins Christian Publishing,big five,childrens,4.16,76.63,133,9.71
"Amazon Digital Services,  Inc.",indie,non_fiction,4.87,85.2,133,8.68
"Amazon Digital Services,  Inc.",single author,non_fiction,4.42,84.17,129,8.99
"Amazon Digital Services,  Inc.",single author,non_fiction,4.38,86.47,103,9.84
Random House LLC,big five,fiction,3.75,70.1,169,6.14
Hachette Book Group,big five,childrens,4.83,69.13,79,6.8
Penguin Group (USA) LLC,big five,childrens,4.5,65.26,127,6.77
Random House LLC,big five,non_fiction,4.48,67.43,135,4.32
"Amazon Digital Services,  Inc.",single author,childrens,4.8,68.88,155,9.82
"Amazon Digital Services,  Inc.",small/medium,fiction,3.5,123.95,183,10.17
Macmillan,big five,non_fiction,4.63,77.94,113,4.71
"Amazon Digital Services,  Inc.",indie,childrens,4.31,70.65,113,8.79
"Amazon Digital Services,  Inc.",single author,non_fiction,4.48,162.28,168,9.28
"Amazon Digital Services,  Inc.",small/medium,fiction,4.45,55.04,196,8.95
"Amazon Digital Services,  Inc.",indie,childrens,4.28,80.45,130,10.54
"Amazon Digital Services,  Inc.",indie,non_fiction,4.35,92.14,143,4.42
"Amazon Digital Services,  Inc.",small/medium,fiction,4.12,75.81,145,6.47
"Amazon Digital Services,  Inc.",indie,fiction,4.29,77.2,194,9.27
"Amazon Digital Services,  Inc.",indie,fiction,4.27,96.44,167,6.16
"Amazon Digital Services,  Inc.",small/medium,fiction,4.82,98.86,170,6
"Amazon Digital Services,  Inc.",small/medium,childrens,4.77,64.49,108,8.39
"Amazon Digital Services,  Inc.",single author,non_fiction,4.28,78.52,159,5.57
"Amazon Digital Services,  Inc.",indie,non_fiction,4.24,96.9,120,10.16
"Amazon Digital Services,  Inc.",single author,non_fiction,4.8,72.16,104,10.84
"Amazon Digital Services,  Inc.",single author,childrens,4.19,53.82,110,9.91
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,90.6,145,8.75
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.33,80.14,93,3.69
"Amazon Digital Services,  Inc.",indie,childrens,3.66,45.52,90,12.47
Simon and Schuster Digital Sales Inc,big five,fiction,4.59,106.05,209,8.69
"Amazon Digital Services,  Inc.",single author,fiction,4.59,128.01,171,7.83
"Amazon Digital Services,  Inc.",indie,non_fiction,4.96,67.4,120,9.93
Macmillan,big five,non_fiction,4.71,71.95,128,5.7
"Amazon Digital Services,  Inc.",indie,childrens,4.21,57.91,94,12.27
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.37,78.22,149,9.89
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.23,48.73,136,6.14
"Amazon Digital Services,  Inc.",indie,fiction,4.46,136.18,206,6.53
"Amazon Digital Services,  Inc.",small/medium,fiction,3.85,74.02,169,5.71
"Amazon Digital Services,  Inc.",indie,childrens,4.47,65.26,113,11.01
Random House LLC,big five,non_fiction,4.41,61.04,98,7.28
"Amazon Digital Services,  Inc.",small/medium,fiction,3.94,114.17,157,6.22
Simon and Schuster Digital Sales Inc,big five,fiction,4.7,70.63,171,10.32
"Amazon Digital Services,  Inc.",indie,fiction,4.66,139.75,174,8.56
"Amazon Digital Services,  Inc.",small/medium,fiction,4.75,59.26,124,8.15
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.28,55.09,126,6.94
"Amazon Digital Services,  Inc.",single author,non_fiction,4.51,21.53,116,10.34
"Amazon Digital Services,  Inc.",indie,non_fiction,4.59,91.36,109,8.51
Macmillan,big five,fiction,4.46,117.83,184,11.91
"Amazon Digital Services,  Inc.",small/medium,childrens,4.54,29.93,104,9.9
"Amazon Digital Services,  Inc.",indie,childrens,3.51,48.54,123,12.09
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,74.34,157,9.2
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.83,64.66,95,5.39
"Amazon Digital Services,  Inc.",single author,fiction,4.05,89.67,164,7.22
"Amazon Digital Services,  Inc.",small/medium,childrens,3.66,45.84,110,9.87
"Amazon Digital Services,  Inc.",small/medium,fiction,4.8,127.62,163,9.3
Simon and Schuster Digital Sales Inc,big five,childrens,4.41,62.89,83,11.15
Hachette Book Group,big five,non_fiction,4.4,62.55,113,7.29
"Amazon Digital Services,  Inc.",small/medium,fiction,4.71,143.36,194,7.14
"Amazon Digital Services,  Inc.",indie,non_fiction,4.18,103.93,152,8.95
"Amazon Digital Services,  Inc.",small/medium,childrens,4.58,58.98,118,9.02
Random House LLC,big five,fiction,4.88,132.97,132,7.5
"Amazon Digital Services,  Inc.",small/medium,childrens,4.39,57.36,134,12.97
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.54,50.47,115,7.98
"Amazon Digital Services,  Inc.",small/medium,fiction,4.59,111.02,177,6.6
"Amazon Digital Services,  Inc.",small/medium,fiction,4.77,89.08,169,7.87
"Amazon Digital Services,  Inc.",indie,fiction,3.86,104.65,179,11.88
"Amazon Digital Services,  Inc.",small/medium,fiction,3.85,150.48,178,7.63
"Amazon Digital Services,  Inc.",single author,fiction,3.98,86.51,149,6.87
"Amazon Digital Services,  Inc.",indie,non_fiction,4.34,96.97,104,10.12
"Amazon Digital Services,  Inc.",indie,childrens,4.15,50.5,88,9.83
"Amazon Digital Services,  Inc.",indie,fiction,4.38,95.69,178,5.36
"Amazon Digital Services,  Inc.",small/medium,childrens,4.49,35.56,71,12.38
"Amazon Digital Services,  Inc.",indie,fiction,4.25,128.55,171,3.84
"Amazon Digital Services,  Inc.",indie,non_fiction,4.14,75.85,104,7.19
"Amazon Digital Services,  Inc.",indie,non_fiction,3.42,57.67,108,8.82
"Amazon Digital Services,  Inc.",small/medium,childrens,4.1,51.17,95,10.6
Hachette Book Group,big five,childrens,4.82,61.54,75,9.71
"Amazon Digital Services,  Inc.",indie,non_fiction,3.66,91.4,102,8.44
"Amazon Digital Services,  Inc.",indie,fiction,4.86,81.65,153,10.37
"Amazon Digital Services,  Inc.",indie,non_fiction,4.68,70.13,119,5.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.62,86.41,147,8.22
"Amazon Digital Services,  Inc.",small/medium,childrens,4.88,62.55,118,10.68
HarperCollins Publishers,big five,non_fiction,4.8,50.47,114,8.6
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.04,93.52,133,8.97
"Amazon Digital Services,  Inc.",small/medium,childrens,4.25,44.54,124,12.06
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.26,21.62,102,3.75
Random House LLC,big five,non_fiction,4.52,58.36,106,9.01
"Amazon Digital Services,  Inc.",small/medium,fiction,4.02,148.73,182,9.79
Penguin Group (USA) LLC,big five,non_fiction,3.5,54.03,135,9.29
Hachette Book Group,big five,non_fiction,4.45,98.86,145,4.83
Macmillan,big five,non_fiction,4.4,59.09,143,10.53
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.37,62.1,138,7.22
"Amazon Digital Services,  Inc.",small/medium,childrens,4.9,70.33,71,12.29
"Amazon Digital Services,  Inc.",small/medium,fiction,4.33,132.35,185,9.32
HarperCollins Christian Publishing,big five,fiction,4.52,115.74,196,7.5
"Amazon Digital Services,  Inc.",indie,fiction,4.59,99.88,192,8.31
"Amazon Digital Services,  Inc.",single author,non_fiction,4.46,114.18,149,9.42
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.4,72.19,113,9.28
Simon and Schuster Digital Sales Inc,big five,fiction,4.8,126.76,154,4.55
"Amazon Digital Services,  Inc.",small/medium,fiction,4.76,110.51,191,10.63
"Amazon Digital Services,  Inc.",small/medium,fiction,4.61,75.52,181,7.01
"Amazon Digital Services,  Inc.",small/medium,fiction,3.98,111.09,157,6.27
HarperCollins Publishers,big five,fiction,4.47,110.65,192,5.99
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.52,100.3,167,10.2
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.02,58.09,133,9
"Amazon Digital Services,  Inc.",single author,non_fiction,4.14,68.44,129,9.12
"Amazon Digital Services,  Inc.",small/medium,childrens,4.62,54.95,104,12.78
Macmillan,big five,non_fiction,4.65,115.53,151,6.35
"Amazon Digital Services,  Inc.",small/medium,childrens,4.5,35.86,62,8.52
Macmillan,big five,fiction,4.31,177.85,174,9.6
"Amazon Digital Services,  Inc.",single author,fiction,3.59,136.83,154,10.27
"Amazon Digital Services,  Inc.",indie,childrens,3.92,50.05,68,12.5
"Amazon Digital Services,  Inc.",indie,childrens,4.78,70.97,88,8.82
"Amazon Digital Services,  Inc.",small/medium,fiction,3.98,128.77,190,11.88
"Amazon Digital Services,  Inc.",indie,fiction,4.68,54.68,160,7.07
"Amazon Digital Services,  Inc.",indie,fiction,2.75,92.44,170,7.58
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.64,90.09,119,8.3
"Amazon Digital Services,  Inc.",single author,fiction,4.48,103.24,185,5.58
"Amazon Digital Services,  Inc.",indie,childrens,4.32,40.38,111,10.18
"Amazon Digital Services,  Inc.",indie,non_fiction,4.83,92.25,127,8.71
"Amazon Digital Services,  Inc.",small/medium,childrens,4.67,64.48,77,7.87
Random House LLC,big five,childrens,3.48,44.13,113,8.96
"Amazon Digital Services,  Inc.",single author,fiction,4.45,126.53,164,2.61
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.8,91.64,154,7.8
Simon and Schuster Digital Sales Inc,big five,fiction,4.33,121.5,182,7.01
"Amazon Digital Services,  Inc.",indie,fiction,4.57,83.03,146,7.76
Random House LLC,big five,childrens,4.77,44.47,82,8.93
"Amazon Digital Services,  Inc.",indie,non_fiction,3.36,115.86,130,8.77
"Amazon Digital Services,  Inc.",single author,non_fiction,3.98,115.57,134,7.69
Penguin Group (USA) LLC,big five,childrens,4.5,57.34,128,10.3
Macmillan,big five,childrens,4.4,71.49,112,10.57
"Amazon Digital Services,  Inc.",small/medium,fiction,4.85,82,167,11.46
"Amazon Digital Services,  Inc.",small/medium,fiction,4.61,139.29,189,9.47
Random House LLC,big five,childrens,4.28,33.48,88,7.83
Random House LLC,big five,fiction,4.66,106.07,135,9.06
"Amazon Digital Services,  Inc.",small/medium,childrens,4.59,57.45,108,8.86
"Amazon Digital Services,  Inc.",small/medium,childrens,4.7,48.97,119,10.16
"Amazon Digital Services,  Inc.",indie,non_fiction,4.71,90.33,138,7.62
"Amazon Digital Services,  Inc.",small/medium,fiction,4.66,136.9,209,9.28
"Amazon Digital Services,  Inc.",single author,fiction,3.5,83.91,160,9.31
"Amazon Digital Services,  Inc.",small/medium,childrens,4.56,53.3,93,9.23
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.31,103.65,143,6.94
"Amazon Digital Services,  Inc.",single author,non_fiction,4.5,69.8,116,8.83
Random House LLC,big five,non_fiction,3.85,101.05,144,11.9
"Amazon Digital Services,  Inc.",indie,childrens,4.34,44.93,112,9.17
"Amazon Digital Services,  Inc.",indie,childrens,4.3,32.4,73,6.81
"Amazon Digital Services,  Inc.",small/medium,childrens,4.25,11.45,79,10.91
Penguin Group (USA) LLC,big five,childrens,3.48,65.08,87,6.4
Penguin Group (USA) LLC,big five,non_fiction,3.95,90.76,134,6.39
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.8,98.26,176,6.76
"Amazon Digital Services,  Inc.",indie,fiction,4.57,152.14,190,8.22
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.52,93.66,153,6.14
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.36,124.24,128,6.02
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.48,87.52,118,8.25
"Amazon Digital Services,  Inc.",small/medium,fiction,3.65,155.98,197,9.8
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.17,93.08,129,7.93
"Amazon Digital Services,  Inc.",single author,non_fiction,3.86,87.2,147,5.93
Hachette Book Group,big five,childrens,4.92,42.12,97,11.4
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.52,73.31,160,7.81
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.52,46.73,108,9.94
Random House LLC,big five,non_fiction,4.26,68.2,126,8.52
"Amazon Digital Services,  Inc.",small/medium,fiction,4.33,85.14,196,8.53
"Amazon Digital Services,  Inc.",small/medium,childrens,3.66,66.91,93,11.56
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,66.38,118,9.55
"Amazon Digital Services,  Inc.",single author,non_fiction,4.49,101.06,111,6.88
"Amazon Digital Services,  Inc.",small/medium,fiction,3.6,126.62,167,4.76
"Amazon Digital Services,  Inc.",small/medium,childrens,4.77,58.23,100,8.32
"Amazon Digital Services,  Inc.",indie,fiction,4.5,160.03,168,8.39
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.7,63.31,130,8.48
"Amazon Digital Services,  Inc.",indie,childrens,4.75,57.61,111,8.65
HarperCollins Publishing,big five,non_fiction,4.92,57.27,129,9.23
"Amazon Digital Services,  Inc.",small/medium,childrens,4.59,62.24,105,8.55
"Amazon Digital Services,  Inc.",single author,childrens,4.57,58.95,92,10
"Amazon Digital Services,  Inc.",single author,childrens,4.81,48.31,116,12.49
"Amazon Digital Services,  Inc.",indie,childrens,4.77,49.02,122,10.04
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,45.75,103,7.37
Macmillan,big five,non_fiction,3.41,78.19,117,7.13
"Amazon Digital Services,  Inc.",single author,fiction,4.8,81.4,161,6.52
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.7,48.44,111,9.57
"Amazon Digital Services,  Inc.",small/medium,childrens,3.5,68.38,103,5.03
Simon and Schuster Digital Sales Inc,big five,fiction,4.5,20.47,160,6.22
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.23,71.32,145,8.65
"Amazon Digital Services,  Inc.",small/medium,childrens,4.34,54.84,93,9.13
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,70.53,147,9.14
Penguin Group (USA) LLC,big five,non_fiction,4.09,53.1,110,7.57
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.33,76.78,124,7.43
Penguin Group (USA) LLC,big five,non_fiction,4.83,82.36,136,6.65
HarperCollins Publishers,big five,childrens,3.98,53.58,101,11.56
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.36,90.92,158,4.71
Random House LLC,big five,fiction,4.65,81.41,174,12.28
"Amazon Digital Services,  Inc.",indie,childrens,4.59,60.85,119,6.92
"Amazon Digital Services,  Inc.",single author,childrens,4.3,68.53,88,8.1
Penguin Group (USA) LLC,big five,non_fiction,3.9,71.44,122,5.51
"Amazon Digital Services,  Inc.",small/medium,fiction,4.27,108.98,178,4.2
Random House LLC,big five,non_fiction,4.3,63.18,135,7.45
Penguin Group (USA) LLC,big five,non_fiction,4.66,70.96,112,5.77
"Amazon Digital Services,  Inc.",small/medium,childrens,4.47,46.92,102,7.13
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.48,101.26,147,10.26
"Amazon Digital Services,  Inc.",single author,non_fiction,4.83,57.3,121,5.68
"Amazon Digital Services,  Inc.",single author,childrens,4.48,54.87,105,11.89
"Amazon Digital Services,  Inc.",amazon,non_fiction,4.5,108.19,120,10.25
"Amazon Digital Services,  Inc.",single author,non_fiction,4.53,92.75,138,4.49
Macmillan,big five,fiction,4.6,51.17,163,6.96
Macmillan,big five,childrens,4.04,77.9,80,8.98
"Amazon Digital Services,  Inc.",single author,non_fiction,3,60.27,124,5.53
"Amazon Digital Services,  Inc.",indie,childrens,4.08,51.91,131,9.32
"Amazon Digital Services,  Inc.",indie,non_fiction,4.42,75.07,129,7.19
Random House LLC,big five,fiction,4.62,207.98,196,9.02
"Amazon Digital Services,  Inc.",single author,fiction,4.69,165.54,155,10.34
"Amazon Digital Services,  Inc.",small/medium,childrens,4.87,86.9,154,10.47
"Amazon Digital Services,  Inc.",single author,childrens,3.48,31.02,87,9.79
"Amazon Digital Services,  Inc.",small/medium,fiction,4.46,110.28,195,10.49
"Amazon Digital Services,  Inc.",single author,non_fiction,4.66,100.4,142,10.69
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.59,79.47,147,7.19
"Amazon Digital Services,  Inc.",single author,fiction,4.41,84.64,173,6.8
"Amazon Digital Services,  Inc.",indie,fiction,4.75,57.09,159,7.88
"Amazon Digital Services,  Inc.",indie,fiction,4.71,92.79,139,6.64
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.98,100.84,155,10.12
"Amazon Digital Services,  Inc.",small/medium,fiction,4.46,142.59,166,5.32
HarperCollins Publishers,big five,non_fiction,3.98,90.48,123,6.56
"Amazon Digital Services,  Inc.",indie,fiction,4.42,65.73,154,7.09
"Amazon Digital Services,  Inc.",indie,fiction,4.59,104.47,195,7.43
HarperCollins Publishers,big five,non_fiction,4.61,66.06,137,11.32
"Amazon Digital Services,  Inc.",single author,childrens,3.9,49.8,104,11.36
"Amazon Digital Services,  Inc.",small/medium,childrens,4.5,59.22,110,9.95
"Amazon Digital Services,  Inc.",indie,childrens,4.65,60.56,99,9.55
"Amazon Digital Services,  Inc.",single author,childrens,4.22,81,83,11.09
Simon and Schuster Digital Sales Inc,big five,childrens,4.53,66.08,81,6.94
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,83.01,139,8.52
"Amazon Digital Services,  Inc.",single author,childrens,4.57,64.28,123,9.79
Random House LLC,big five,childrens,4.47,41.08,93,8.36
"Amazon Digital Services,  Inc.",single author,fiction,4.29,82.24,163,11.59
Random House LLC,big five,childrens,4.86,65.37,107,9.35
"Amazon Digital Services,  Inc.",small/medium,fiction,4.83,104.72,151,7.03
Random House LLC,big five,childrens,4.77,66.22,108,8.94
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.63,113.32,134,6.68
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.41,88.85,101,8.12
"Amazon Digital Services,  Inc.",single author,fiction,4.7,176.36,174,9.18
"Amazon Digital Services,  Inc.",indie,fiction,4.52,102.62,203,7.71
Macmillan,big five,childrens,3.58,51.38,140,11.45
"Amazon Digital Services,  Inc.",single author,non_fiction,3.98,79.13,91,8.46
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.49,62.22,121,7.37
"Amazon Digital Services,  Inc.",small/medium,childrens,2.8,49.82,126,9.5
"Amazon Digital Services,  Inc.",indie,non_fiction,4.66,92.52,124,6.6
HarperCollins Publishers,big five,non_fiction,4.07,91.95,123,6.43
Penguin Group (USA) LLC,big five,non_fiction,3,83.87,125,8.69
"Amazon Digital Services,  Inc.",single author,non_fiction,4.5,71.91,120,7.43
"Amazon Digital Services,  Inc.",single author,non_fiction,4.72,87.46,132,7.9
"Amazon Digital Services,  Inc.",small/medium,fiction,4.61,131.83,161,10.54
